laptop_ID,Company,TypeName,Inches,DisplayType,ResolutionWidth,ResolutionHeight,CpuBrand,CpuType,CpuClockSpeed_GHz,Ram,Ram_GB,Memory,PrimaryMemory,SecondaryMemory,MemorySize_GB,Gpu,Gpu_Brand,OpSys,Weight_kg,Price_euros
143,Acer,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i3,2.7,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce MX130,Nvidia,Windows 10,3.0,655.0
144,Lenovo,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon RX 550,AMD,Windows 10,1.75,1116.02
145,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050M,Nvidia,No OS,2.4,869.0
146,Toshiba,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.1,602.0
147,HP,Notebook,15.6,,1366,768,AMD,A6,2.5,4GB,4,256GB SSD,SSD,None,256.0,AMD Radeon R4 Graphics,AMD,Windows 10,1.86,369.0
148,Asus,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.25,1099.0
149,HP,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen,3840,2160,Intel,Core M,1.2,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 515,Intel,Windows 10,0.97,2014.0
150,Asus,Notebook,15.6,Full HD,1920,1080,Intel,Celeron,1.1,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 500,Intel,Windows 10,2.0,344.0
151,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,2.9,2029.0
152,Acer,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,Windows 10,2.1,447.0
153,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.56,1249.26
154,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,1.0TB Hybrid,Hybrid,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.62,899.0
155,Lenovo,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.9,498.0
156,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.8,1890.0
157,HP,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i5,2.7,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.48,1082.0
158,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,6GB,6,256GB SSD,SSD,None,256.0,AMD Radeon 520,AMD,Windows 10,1.91,619.0
159,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i3,2.4,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.74,629.0
160,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.1,1315.0
161,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.56,1049.0
163,Toshiba,Notebook,15.6,,1366,768,Intel,Core i3,2.2,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.1,447.0
164,Asus,Notebook,15.6,,1366,768,AMD,A9,3.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M420,AMD,Windows 10,2.03,403.0
165,Acer,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,256GB SSD,SSD,None,256.0,Nvidia GeForce MX150,Nvidia,Windows 10,3.0,805.0
166,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon 520,AMD,Windows 10,2.13,728.0
167,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.5,1079.0
168,Acer,Notebook,15.6,,1366,768,Intel,Celeron,1.1,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 500,Intel,Windows 10,2.1,348.0
169,MSI,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.4,1799.0
170,Acer,Notebook,15.6,,1366,768,Intel,Pentium,1.1,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 505,Intel,Windows 10,2.1,363.51
171,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.56,1060.49
172,Acer,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce MX150,Nvidia,Windows 10,3.0,854.0
173,HP,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,500GB HDD,HDD,None,500.0,Intel UHD Graphics 620,Intel,Windows 10,1.49,754.0
174,Huawei,Ultrabook,13.0,IPS Panel Full HD,2160,1440,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.05,1349.0
175,HP,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,6GB,6,2TB HDD,HDD,None,2000.0,AMD Radeon 520,AMD,Windows 10,2.71,699.0
176,Lenovo,Notebook,15.6,,1366,768,AMD,A6,2.9,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R4 Graphics,AMD,No OS,2.2,309.0
177,Toshiba,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.0,489.0
178,HP,Notebook,17.3,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.5,923.0
179,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.4,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.3,459.0
180,Acer,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,2.1,449.0
181,MSI,Gaming,18.4,Full HD,1920,1080,Intel,Core i7,2.9,32GB,32,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GTX 980 SLI,Nvidia,Windows 10,4.4,2799.0
182,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD R17M-M1-70,AMD,Windows 10,1.9,813.0
183,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen,3840,2160,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.29,1499.0
184,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,16GB,16,256GB SSD +  2TB HDD,SSD,HDD,2256.0,AMD Radeon 530,AMD,Linux,2.02,1049.0
185,Dell,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.23,1399.0
186,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen,3840,2160,Intel,Core i7,1.8,16GB,16,512GB SSD,SSD,None,512.0,Intel UHD Graphics 620,Intel,Windows 10,1.4,1849.0
187,Toshiba,Notebook,15.6,,1366,768,Intel,Core i5,2.5,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,2.0,793.0
188,Xiaomi,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce MX150,Nvidia,No OS,1.95,1199.0
189,Dell,Notebook,17.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce 150MX,Nvidia,Windows 10,2.77,1549.0
190,Dell,Notebook,15.6,4K Ultra HD / Touchscreen,3840,2160,Intel,Core i7,2.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.06,2397.0
191,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050,Nvidia,No OS,2.4,779.0
192,Acer,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.2,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 615,Intel,Windows 10,1.12,989.0
193,Dell,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon 530,AMD,Windows 10,2.8,1085.0
194,Lenovo,2 in 1 Convertible,14.0,Touchscreen,2560,1440,Intel,Core i7,2.7,16GB,16,1TB SSD,SSD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,1.42,2824.0
195,Vero,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Celeron,1.1,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.3,260.0
196,Xiaomi,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce MX150,Nvidia,No OS,1.3,999.9
197,Lenovo,Notebook,17.3,,1600,900,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce MX150,Nvidia,No OS,2.8,698.0
198,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,8GB,8,1TB HDD,HDD,None,1000.0,Intel UHD Graphics 620,Intel,Windows 10,1.62,839.0
199,HP,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.5,914.0
200,Razer,Gaming,17.3,4K Ultra HD / Touchscreen,3840,2160,Intel,Core i7,2.9,32GB,32,1TB SSD,SSD,None,1000.0,Nvidia GeForce GTX 1080,Nvidia,Windows 10,3.49,6099.0
201,HP,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,512GB SSD,SSD,None,512.0,Intel UHD Graphics 620,Intel,Windows 10,1.49,959.0
202,HP,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,3.35,1379.0
203,HP,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX ,Nvidia,Windows 10,2.5,1045.0
204,Dell,Gaming,15.6,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.8,16GB,16,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.65,1845.0
205,Lenovo,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,2.1,493.0
206,Acer,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.23,742.0
207,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,3.2,1749.0
208,Dell,Workstation,15.6,4K Ultra HD,3840,2160,Intel,Other,3.0,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia Quadro M1200,Nvidia,Windows 10,2.8,3055.0
209,Lenovo,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1060,Nvidia,No OS,2.4,1398.0
210,Dell,Notebook,15.6,Touchscreen,1366,768,Intel,Core i3,2.4,6GB,6,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.3,439.0
211,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen,3840,2160,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.21,1949.0
212,Dell,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.2,1449.0
213,Lenovo,Notebook,15.6,,1366,768,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.2,597.0
215,Acer,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Linux,2.4,779.0
216,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.9,1407.0
217,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,No OS,2.1,349.0
218,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,No OS,2.2,549.0
219,Huawei,Ultrabook,13.0,IPS Panel Full HD,2160,1440,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.05,1499.0
220,Dell,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon 530,AMD,Windows 10,1.4,931.88
221,Lenovo,Notebook,17.3,,1600,900,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 940MX,Nvidia,No OS,2.8,589.0
222,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,1.63,1031.0
223,Dell,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.6,1149.0
224,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,16GB,16,512GB SSD,SSD,None,512.0,Intel UHD Graphics 620,Intel,Windows 10,1.62,1279.0
225,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon 520,AMD,Linux,2.2,677.35
226,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.74,899.0
227,Toshiba,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.2,1363.0
228,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,1TB HDD,HDD,None,1000.0,Intel UHD Graphics 620,Intel,Windows 10,2.1,794.0
229,Dell,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,4.42,2456.34
230,Acer,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.2,832.0
231,Dell,Notebook,15.6,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,16GB,16,1TB HDD,HDD,None,1000.0,AMD Radeon R7 M445,AMD,Windows 10,2.3,859.01
232,Asus,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 920MX ,Nvidia,Windows 10,2.0,769.0
233,Asus,Notebook,17.3,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD +  500GB HDD,SSD,HDD,756.0,Nvidia GeForce GTX 950M,Nvidia,Windows 10,2.69,891.0
234,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,AMD FirePro W4190M ,AMD,Windows 10,1.9,1269.0
235,Asus,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.37,398.99
236,HP,Notebook,15.6,,1366,768,AMD,E-Series,1.5,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R2,AMD,Windows 10,2.1,330.0
237,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,3.2,1499.0
238,Dell,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.6,859.0
239,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.6,689.0
240,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,256GB SSD,SSD,None,256.0,AMD Radeon R7 M445,AMD,Linux,2.36,899.0
241,Acer,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,Linux,2.1,390.0
242,Asus,Notebook,15.6,Full HD,1920,1080,AMD,A10,2.5,4GB,4,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon R5 M430,AMD,Windows 10,2.2,575.0
243,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.9,32GB,32,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1080,Nvidia,Windows 10,4.7,3890.0
244,Acer,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.5,846.0
245,Lenovo,Notebook,15.6,,1366,768,Intel,Core i3,2.0,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,2.2,589.0
246,Asus,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce 150MX,Nvidia,Windows 10,2.1,1145.0
247,Asus,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 950M,Nvidia,No OS,2.69,889.0
248,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.56,879.0
249,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.38,1079.0
250,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,128GB SSD +  2TB HDD,SSD,HDD,2128.0,AMD Radeon 530,AMD,Windows 10,2.2,985.0
251,HP,Notebook,15.6,Touchscreen,1366,768,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.04,559.0
252,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.9,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1080,Nvidia,Windows 10,3.6,2999.0
253,HP,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,500GB HDD,HDD,None,500.0,Intel UHD Graphics 620,Intel,Windows 10,1.49,675.0
254,Apple,Ultrabook,13.3,IPS Panel Retina Display,2560,1600,Intel,Core i5,3.1,8GB,8,512GB SSD,SSD,None,512.0,Intel Iris Plus Graphics 650,Intel,macOS,1.37,2040.0
255,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,8GB,8,1TB HDD,HDD,None,1000.0,Intel UHD Graphics 620,Intel,Windows 10,2.08,819.0
256,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,4.3,1799.0
257,Asus,Notebook,15.6,,1366,768,AMD,A9,3.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M420,AMD,Windows 10,1.68,469.0
258,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,8GB,8,512GB SSD,SSD,None,512.0,Intel UHD Graphics 620,Intel,Windows 10,1.37,1849.0
259,Acer,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i3,2.7,4GB,4,256GB SSD,SSD,None,256.0,Nvidia GeForce MX130,Nvidia,Windows 10,3.0,702.0
260,Dell,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.41,949.0
261,HP,Notebook,15.6,,1366,768,AMD,A6,2.5,8GB,8,128GB SSD,SSD,None,128.0,AMD Radeon R4 Graphics,AMD,Windows 10,1.91,445.9
262,HP,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,1.8,16GB,16,1TB HDD,HDD,None,1000.0,Nvidia GeForce MX150,Nvidia,Windows 10,2.9,1059.0
263,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.14,2499.0
264,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.8,8GB,8,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1050M,Nvidia,Windows 10,2.0,1699.0
265,Dell,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon 530,AMD,Windows 10,2.8,1142.0
266,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,No OS,2.2,444.0
267,HP,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.1,722.0
268,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.18,657.0
269,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M430,AMD,Windows 10,2.24,565.0
270,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,2.67,799.0
271,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,8GB,8,512GB SSD +  512GB SSD,SSD,SSD,1024.0,Intel UHD Graphics 620,Intel,Windows 10,1.1,1499.0
272,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,No OS,2.2,467.0
273,HP,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 930MX ,Nvidia,Windows 10,2.5,1018.0
274,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,2.05,880.0
275,Apple,Ultrabook,13.3,IPS Panel Retina Display,2560,1600,Intel,Core i5,2.9,8GB,8,512GB SSD,SSD,None,512.0,Intel Iris Graphics 550,Intel,macOS,1.37,1958.9
276,Asus,Gaming,17.3,Full HD,1920,1080,AMD,Ryzen,3.0,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,AMD Radeon RX 580,AMD,Windows 10,3.2,1549.0
277,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon 520,AMD,Linux,2.14,735.07
278,Lenovo,2 in 1 Convertible,14.0,Touchscreen,2560,1440,Intel,Core i7,2.6,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 520,Intel,Windows 10,1.36,2499.0
279,Toshiba,Notebook,15.6,,1366,768,Intel,Core i7,2.5,8GB,8,500GB HDD,HDD,None,500.0,Nvidia GeForce 930M,Nvidia,Windows 10,2.2,812.0
280,Dell,Notebook,15.6,,1366,768,Intel,Core i7,2.7,12GB,12,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.3,713.07
281,Dell,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon 530,AMD,Linux,2.8,1099.0
282,Acer,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce MX130,Nvidia,Windows 10,2.2,745.0
